cz,czname,pop2000,fips,statename,stateabbrv,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
34303,Riverton,35804,56,Wyoming,WY,80.250404,80.526291,82.549942,82.940498,85.45546,85.72934,87.392303,87.556389,74.963684,75.217659,79.751213,80.076355,85.119148,85.314507,85.166542,85.330193,.89261842,.86207092,1.1214142,1.0823658,1.1224939,1.068442,1.4840517,1.4293971,.75871116,.74662256,.87973964,.85639715,.95276201,.91566116,1.3683907,1.3312531,27717,27051,26375,16434,25247,27095,25923,15249
34304,Sheridan,46306,56,Wyoming,WY,81.239616,81.519455,84.591888,84.939201,86.13858,86.442375,88.331009,88.527069,75.446243,75.834244,81.948067,82.298752,84.02742,84.275902,83.503906,83.7742,.83715075,.80834305,.97846073,.9331907,1.1724474,1.1125572,1.2185798,1.1594908,.6367268,.63049328,.8102653,.7859903,.9239791,.88854522,1.3395133,1.3035363,33555,33628,34074,24894,31614,33950,34213,22645
34308,Billings,152638,30,Montana,MT,82.001724,82.358055,84.525398,84.856453,86.379227,86.642548,88.852905,88.972878,76.988228,77.365982,81.410248,81.757347,84.697449,84.958046,86.345345,86.555168,.49489939,.48035291,.58402383,.55985755,.64335537,.61767679,.76458001,.74074876,.39887506,.39410925,.49661073,.48687416,.54063702,.52082449,.70160753,.6800257,104306,110929,120852,87076,96134,113897,120421,81944
34402,Bozeman,93985,30,Montana,MT,83.713264,84.06308,86.893684,87.188499,88.759789,88.950623,87.464279,87.711845,79.449532,79.830833,83.997643,84.346481,85.78714,86.044975,87.943237,88.138054,.77172995,.73456466,.7497949,.70792443,.7032361,.66810733,1.0728592,1.0231826,.58998132,.58001399,.69925308,.67671871,.71898133,.69160342,.69649255,.66707021,62389,68463,68949,53731,65694,75450,68245,51376
34403,Helena,70150,30,Montana,MT,82.283966,82.585167,84.600922,84.853333,86.672127,87.009689,87.329323,87.66684,78.009026,78.384674,82.001656,82.321129,84.889091,85.230965,86.278748,86.563866,.77106142,.74208778,.7234686,.69590086,.85302991,.80843145,1.2532368,1.1905297,.60886961,.59602022,.69806474,.68220443,.7378543,.70744592,.89982629,.85500103,47717,59832,64363,43198,47853,58423,63323,39194
34404,Butte,54033,30,Montana,MT,80.293167,80.619385,83.940269,84.279266,84.577682,84.999428,87.612038,87.901665,75.863785,76.192627,81.581291,81.919228,82.829498,83.221313,85.857109,86.173538,.78375775,.76075059,.90952522,.87208897,1.1148033,1.0664684,1.6061608,1.5250684,.60649592,.59760994,.75633454,.73487806,.93532467,.90256155,1.4823319,1.420017,38716,37159,34159,19311,38263,39872,34124,17929
34503,Kalispell,111205,30,Montana,MT,83.809357,84.11393,86.505424,86.778931,88.165604,88.382072,88.551468,88.758797,79.622368,79.965912,83.309982,83.645012,84.946808,85.241684,86.261116,86.525017,.55307192,.52991736,.58806401,.55810165,.6443224,.61329114,.9375025,.89348137,.45836651,.44853067,.52059823,.50092113,.63621438,.61335969,.81898606,.78602076,105990,95251,79932,49708,98734,99588,75533,45414
34504,Missoula,135756,30,Montana,MT,83.756897,84.096077,85.403206,85.713463,86.557152,86.808098,88.480705,88.694786,78.56514,78.998924,82.295067,82.639641,86.424706,86.643951,85.239059,85.581367,.54147327,.52001899,.65205765,.62303174,.80448937,.77538556,.66279799,.62783653,.49219581,.48578623,.51296782,.5023241,.55600941,.534648,.81756818,.78809267,101512,97759,95500,67175,96932,100920,93375,61507
34601,Gillette,46229,56,Wyoming,WY,79.850159,80.30761,84.51442,84.797241,85.299889,85.588524,85.670876,85.869019,74.227882,74.695862,80.018784,80.360664,81.037476,81.414055,84.418556,84.587646,1.0109484,.97496521,1.1129264,1.0607718,1.0656939,1.0181141,1.349699,1.2997595,.72562164,.73246336,.90422839,.88036311,.88934332,.8706907,1.110584,1.078426,22942,26364,43202,39722,20309,31456,53294,38897
34603,Casper,78585,56,Wyoming,WY,79.639458,79.891113,83.527679,83.85508,84.116516,84.399559,87.878922,88.062294,74.54097,74.784988,81.544014,81.781662,82.161034,82.482033,84.750481,84.964119,.69280398,.6720233,.86114711,.82722807,.87905484,.84948391,.91843194,.87793863,.56565201,.55885607,.61304086,.59638476,.73029542,.71077085,.86782706,.84350789,47799,49878,61926,51462,44023,55758,67121,49815
34701,Honolulu,876156,15,Hawaii,HI,84.442314,80.322426,86.091698,82.003174,86.793808,82.763756,88.740166,85.316338,78.413071,75.977966,81.193604,78.940475,83.317558,81.286034,85.862755,84.188698,.26221994,.86256701,.26328364,.9127835,.27973452,.94734764,.24820741,.9059239,.21235184,.54355156,.24257956,.64666373,.24680986,.65928274,.24269481,.64167029,454442,557538,578314,605612,446383,530898,598614,573886
34702,Kauai,58463,15,Hawaii,HI,83.618286,80.727577,87.292641,85.143402,84.534737,81.250557,85.66655,82.558952,78.765427,77.201569,82.626671,81.281555,83.301659,81.976563,84.939285,83.651466,.96683198,1.159165,.75561666,1.0059142,1.074572,1.2902594,1.3630307,1.558766,.78509563,.8429243,.76242876,.82999468,.97104955,1.082893,1.0584118,1.1887923,40281,47994,44962,31788,41833,48139,44781,29428
34703,Maui,128241,15,Hawaii,HI,83.677345,81.84774,86.029808,83.646637,87.25415,84.762535,87.446709,84.998535,78.468605,77.597099,80.416603,79.206253,82.476555,81.288475,84.508507,83.454124,.64339775,.79475909,.60090095,.85860348,.64956242,.94184709,.87659103,1.1921432,.47066,.50886327,.54241222,.61855245,.6135602,.72216696,.79899412,.9094637,91376,107678,97068,69127,95340,105262,98450,65960
34801,Las Vegas,49495,35,New Mexico,NM,84.188713,81.019646,84.83741,83.050026,87.993904,86.772804,89.247375,88.203598,78.326012,74.805695,82.179649,80.145721,82.685974,81.231483,86.280167,85.123474,.74244821,.95183015,1.1655958,1.2398566,1.332247,1.4678589,1.4368937,1.6022274,.62594533,.71293032,.8557409,.92150187,1.3184081,1.3346547,1.6587275,1.7469518,45281,33494,20904,10464,43945,30997,18704,8880
34802,Santa Fe,218804,35,New Mexico,NM,85.365593,83.330391,86.166603,84.708099,88.077721,87.09021,88.382202,88.028671,80.333206,78.010071,83.485931,81.901642,85.268242,84.178734,87.005241,86.683258,.38208804,.51287264,.48693144,.57988262,.48384935,.54942834,.39905605,.40758324,.33481357,.41675687,.44306514,.50981832,.51041424,.56298316,.41544038,.42544389,176584,168122,138474,157426,168165,137587,125354,145210
34805,Alamosa,46190,8,Colorado,CO,84.591103,82.688057,87.053253,85.82692,88.442146,87.834541,90.949974,90.715668,79.497665,77.49353,82.316315,80.890617,84.993607,84.386688,86.673637,86.30883,.80118561,.87064582,.99343932,1.1075835,.96294165,1.0115225,1.0773818,1.1139951,.71232975,.74478889,.96084142,.99677509,1.2727733,1.2891936,1.1769338,1.2023641,39751,29433,22098,12388,39394,30120,20556,10967
34901,Albuquerque,755244,35,New Mexico,NM,82.926025,81.087601,85.086525,83.812042,86.416702,85.628693,87.810692,87.497047,77.394073,75.531494,81.054832,79.786545,83.883286,83.127823,85.876381,85.618355,.23206404,.33409324,.27551609,.35406974,.28866217,.33070257,.3117722,.31759858,.19463606,.25505242,.25122771,.2882174,.27523652,.30438021,.27291062,.27585816,526483,542989,487580,455481,498621,474507,458427,428204
35001,Phoenix,3303211,4,Arizona,AZ,82.603043,82.181007,84.365196,84.16684,85.989082,85.897049,87.420326,87.461281,77.364937,76.974434,80.308685,80.148712,82.69735,82.65918,85.102737,85.22316,.12413292,.13142359,.13734193,.14195512,.14308739,.14541405,.15011476,.15180917,.10293216,.10811134,.12205754,.12532189,.13336967,.13562769,.13538802,.1365995,1847039,2145408,2059916,2164964,1897655,1959266,1953740,2111806
35002,Safford,42036,4,Arizona,AZ,82.442932,81.417664,84.451027,83.677757,83.976761,83.302834,89.647034,89.429886,76.496414,75.383713,80.833725,80.120003,84.681091,84.094048,82.76638,82.678658,1.0921149,1.0957253,1.2055278,1.2234735,1.3881869,1.3769635,1.3766779,1.3893532,.85878772,.85094678,1.0540249,1.0451008,1.3068054,1.3247933,2.0483329,2.0133691,21262,20052,21644,9888,18717,23160,23086,9072
35100,Tucson,999882,4,Arizona,AZ,83.091713,82.058113,84.705894,84.108185,86.048103,85.827721,87.88456,87.789841,77.897957,76.971382,81.336548,80.859077,82.886986,82.742584,85.65554,85.664551,.20448446,.24234112,.24243876,.2583124,.24835981,.25144705,.26565173,.2632837,.16952874,.18562731,.21390483,.21830596,.23941295,.23970453,.25204569,.24684225,705725,670335,604476,547966,672893,606599,564184,497988
35201,Grand Junction,187857,8,Colorado,CO,83.883194,83.842964,84.986641,85.149399,87.435654,87.539917,88.019608,88.275963,77.952812,77.897049,82.306068,82.451263,84.573822,84.702034,85.971123,86.252289,.43021864,.41600695,.4920699,.47331691,.50375676,.48901904,.6427266,.61170971,.34897554,.34324676,.41361961,.40447083,.50224215,.49475124,.58435142,.55973142,143448,147748,148169,103355,136789,149073,143120,94580
35300,Farmington,168198,35,New Mexico,NM,83.707153,83.38176,86.272598,86.045494,86.628891,86.771461,88.567368,88.760124,79.073051,78.700569,81.311089,81.121918,84.161499,84.29808,85.607666,85.892166,.48785484,.48371539,.51728582,.51703918,.64468622,.62107366,.57429564,.54158533,.42665133,.42801991,.52809829,.52237445,.52825731,.51627135,.65215439,.62011552,132686,113864,109844,92036,113226,112775,115267,86428
35401,Flagstaff,289883,4,Arizona,AZ,83.220917,83.36898,85.756737,85.860748,86.258759,86.372169,87.38765,87.57457,78.183899,78.34153,82.844574,82.962143,84.653557,84.771355,86.259415,86.427315,.32262772,.31558171,.36290228,.34914243,.40270668,.3888388,.50914663,.48671129,.28445795,.28326705,.32866251,.31967583,.37665305,.36877328,.41333789,.39934936,244998,226551,201800,153409,227347,207772,182512,132682
35402,Cortez,40087,8,Colorado,CO,82.296661,82.284767,84.090584,84.409431,86.424965,86.637825,88.141426,88.125916,80.176453,80.205116,82.944107,83.202713,84.609726,84.784439,86.846985,86.866875,.96671879,.9402315,1.2451506,1.192554,1.373112,1.3138424,1.2998905,1.276085,.84855527,.83080071,.95994806,.92472076,1.0423002,1.0090746,1.4673445,1.4426874,27262,25488,22890,12914,25392,25994,21918,11162
35500,Gallup,241691,4,Arizona,AZ,83.827507,83.838852,84.580727,84.682961,86.810654,86.869949,86.78035,86.85347,77.98616,77.993568,82.364952,82.382355,84.366997,84.402901,83.550644,83.65728,.39253876,.38568765,.54709405,.53549916,.5804891,.56163913,.93099499,.90262365,.33322015,.33069557,.43128338,.42535338,.55159056,.53807092,.85424799,.83348942,207333,148280,101970,50555,180214,129345,93870,43709
35600,Hawaii,148677,15,Hawaii,HI,83.877785,82.264931,85.053535,82.832825,87.796631,85.622246,88.171043,86.184608,78.55526,77.640724,82.062202,81.00724,83.578896,82.479065,85.589088,84.717125,.5285179,.6338504,.63184905,.83862478,.61281437,.88558519,.77474201,1.0846632,.4011535,.42301509,.49842569,.58503973,.59193814,.7091397,.70182699,.79026884,121626,119452,103583,74377,123248,115701,100480,67309
35701,Twin Falls,120807,16,Idaho,ID,82.361992,82.580048,83.306053,83.616638,86.390503,86.496803,89.39888,89.561829,77.407349,77.567108,81.672791,81.872757,83.202408,83.288651,85.633255,85.85202,.57637131,.55077976,.68656594,.6636591,.78267419,.75556761,.77731985,.73782521,.47057399,.46565476,.5294438,.51328224,.67113811,.65748101,.77169091,.74360454,85303,87948,76475,50964,88481,99157,72821,46022
35702,Burley,41590,16,Idaho,ID,84.293549,83.698433,87.372879,87.342003,85.77092,85.977257,87.954758,88.26992,78.242813,77.610497,80.668518,80.762512,86.168396,86.203186,84.594826,84.950211,.91326743,.90916353,.96242183,.92464149,1.5040065,1.446388,2.0940702,1.9734741,.79563743,.78155184,.94503295,.92353332,.97580355,.95000088,2.1516488,2.0735674,25750,28782,22980,9825,27322,32995,21559,8699
35801,Boise,493970,16,Idaho,ID,82.805107,82.869064,85.87191,86.01886,86.377289,86.61689,88.3536,88.453606,78.069664,78.159744,82.125214,82.317429,84.277351,84.540184,86.828117,86.972267,.33167747,.32524034,.32213384,.31290904,.38076466,.36617762,.43101147,.42305878,.26935598,.26745459,.31296924,.30975828,.33292362,.32687819,.37370169,.3632063,302310,361091,363722,297603,294197,358331,356784,288591
35802,Ontario,62170,41,Oregon,OR,82.0215,82.012489,84.581543,84.766548,84.133537,84.161705,84.320656,84.05233,78.696938,78.672325,81.584038,81.700821,83.251694,83.236015,86.317764,86.336006,.78282166,.75439447,.92106652,.88479,1.3412081,1.3067068,1.8360102,1.7983704,.65598261,.63815325,.75333577,.73253047,1.1037211,1.0826192,1.3915048,1.3635416,43143,40647,32217,14524,42676,42151,29472,12898
35901,St. George,130138,49,Utah,UT,83.750992,84.011642,85.955276,86.101959,87.307732,87.431618,88.181992,88.456879,78.99865,79.299828,82.590584,82.778656,84.946953,85.120712,87.78064,88.006508,.54597491,.52070904,.58037055,.55578768,.59919745,.57943755,.87503117,.82743943,.50035447,.48613966,.56184429,.54277688,.5975281,.58155525,.71966511,.68316555,81049,84472,86595,56918,72950,83035,81928,49821
35902,Price,54045,49,Utah,UT,83.574921,83.591805,85.62513,85.82267,85.48777,85.7938,88.135002,88.353943,76.055344,75.976547,80.900772,81.156288,83.842674,84.123802,87.380959,87.526955,.88458681,.85495645,.97655034,.93229479,1.1251924,1.0733049,1.4575708,1.3875344,.71297485,.70256692,.86622202,.8446086,.97270828,.94024569,1.2219586,1.175409,29379,28525,34844,17929,26161,32668,37217,15958
35904,Richfield,25012,49,Utah,UT,81.225914,81.750992,86.476753,86.636543,85.191727,85.500824,82.880531,83.382957,77.50808,77.934975,81.41806,81.720604,81.68734,82.056122,85.43898,85.755997,1.3914388,1.345193,1.192252,1.1450999,1.4951928,1.4283692,2.3253796,2.2809601,1.0682129,1.0354182,1.1979761,1.1691946,1.3947538,1.3591409,2.006705,1.9309146,15253,15584,15774,7039,14090,17026,15231,6038
36000,Provo,389179,49,Utah,UT,83.684753,83.597946,85.704643,85.804077,86.625633,86.836479,89.247955,89.379318,78.998199,78.916977,81.516502,81.698601,84.444885,84.679672,88.029358,88.187592,.47449514,.45989108,.4822472,.46584913,.49145684,.47338641,.4375883,.41972679,.41429409,.40519324,.44322678,.43526247,.44745538,.43870425,.43295228,.41642696,134611,164502,223638,185847,124259,168522,228813,180500
36100,Salt Lake City,1426729,49,Utah,UT,82.439445,82.212608,84.880211,84.756775,86.400757,86.407402,88.929672,89.015465,76.9757,76.811218,81.113365,81.080414,84.03373,84.117966,86.419998,86.595421,.21894985,.21941303,.22559254,.2272677,.21821108,.21626212,.20536321,.20061602,.1890121,.18750995,.2053068,.20394482,.19759515,.19671224,.21401224,.21078159,580718,758921,957240,886350,580050,766065,974206,858245
36200,Logan,149590,49,Utah,UT,83.978996,84.130478,84.384865,84.794617,88.246597,88.336685,89.133301,89.228523,78.994225,79.181572,83.229179,83.532631,87.237656,87.327286,86.943024,87.095787,.71578729,.683788,.75657463,.72751379,.60814482,.58967787,.75231701,.7249139,.65348065,.63584042,.59946722,.5767445,.54700494,.53154248,.77040654,.74129766,53008,77699,101788,60221,50567,84577,102667,55619
36301,Pocatello,269722,16,Idaho,ID,81.376335,81.604301,85.256927,85.453346,87.087112,87.233658,87.3993,87.66375,77.727821,77.879745,81.939865,82.125992,83.912155,84.122772,86.248207,86.473633,.45030442,.43769485,.45233265,.43492019,.48334834,.46676496,.63343644,.6019119,.36643198,.35961479,.3966085,.38857365,.45641109,.44901428,.54254901,.52249604,141876,160184,177294,119252,136310,170699,181373,110526
36401,Steamboat Springs,38860,8,Colorado,CO,84.493744,84.457993,84.015732,84.333801,87.861206,88.07901,89.660149,89.794952,80.015404,80.015427,80.972565,81.298218,81.992683,82.397316,88.373589,88.505608,1.1041059,1.0769166,1.3525146,1.2896715,1.1666534,1.1053407,1.2976785,1.2456744,.92360371,.90303791,1.0911629,1.0630727,1.1233021,1.0907153,1.0213889,.98504221,20596,23889,31800,30138,22973,27870,35730,28820
36402,Vernal,39595,49,Utah,UT,81.22686,81.435219,84.967186,85.259666,86.921913,87.144356,89.607201,89.748291,75.996178,76.1577,83.893936,84.067421,83.685883,83.952034,84.788002,85.097122,1.0109733,.97735798,1.1564695,1.1050282,1.178911,1.1235802,1.1927849,1.1314126,.84424806,.83319086,.89993608,.86756045,.99217898,.95427459,1.476896,1.4176159,22756,21974,26205,17609,19015,24072,29334,17387
36404,Rock Springs,80730,56,Wyoming,WY,82.176865,82.149757,83.798538,83.981155,85.761917,85.945107,86.718246,86.953201,75.461151,75.584351,79.578819,79.764168,82.132736,82.389503,85.632538,85.855492,.81375849,.7924673,.83502936,.80613834,.76040411,.73270202,.82600379,.78778481,.62779123,.61679554,.62850493,.61703014,.65324706,.63722742,.73623013,.70588124,40432,44733,70426,60042,36739,52289,86476,59592
36501,Klamath Falls,151353,6,California,CA,82.22805,82.430832,83.850151,83.9972,85.299194,85.521507,87.559494,87.818039,77.953575,78.177399,81.416428,81.586067,82.879684,83.129593,83.93399,84.277,.45505908,.4395777,.60142213,.58249885,.64937627,.62405109,.80215442,.75937116,.39804077,.39316046,.48370561,.47737232,.57073069,.55562449,.87351203,.8475197,111442,98901,94188,56631,107371,104288,89331,50253
36600,Redding,219295,6,California,CA,81.861061,81.928101,84.456589,84.646935,86.214027,86.397247,87.357719,87.572487,77.307289,77.428612,81.423912,81.64061,83.570602,83.763222,84.940765,85.162399,.4063704,.39473641,.47513554,.45680499,.50539792,.484283,.63675982,.60866523,.31990039,.31539237,.38844162,.38105217,.44763833,.44224179,.59089297,.57475853,168584,155335,146111,102505,158562,151923,135756,91844
36700,Eureka,139540,6,California,CA,82.700058,82.909264,84.111153,84.309593,85.834175,86.012146,88.660591,88.805412,77.683182,77.92067,82.239548,82.478638,82.88533,83.143501,86.469521,86.648575,.53590357,.51683545,.6584577,.63533098,.66200542,.63619614,.67848366,.64515954,.41908744,.41257989,.53799468,.52421033,.6321789,.61449897,.72580862,.69733536,102573,90481,83840,54695,98092,89677,77564,47919
36800,Medford,256995,41,Oregon,OR,82.841141,82.995377,84.785973,85.074585,86.015579,86.283806,87.371811,87.615089,78.234238,78.441658,81.700279,82.017136,84.416489,84.706459,87.923935,88.111,.33510673,.32644522,.39951548,.38287136,.493094,.47476685,.59927112,.57407165,.29948717,.2965264,.35985389,.35413885,.44662344,.4335019,.46989283,.44880608,227570,202510,175519,112561,208577,195284,157338,98931
36901,Crescent City,48644,6,California,CA,82.456696,82.582123,81.929497,82.22776,85.808861,86.102928,87.45697,87.495544,76.876129,77.165344,80.830032,81.027962,84.668404,84.875282,82.228691,82.481766,.71280575,.68616921,.91842985,.88259637,.97346735,.92487907,1.3682613,1.3288777,.60577291,.5973922,.78818244,.76454526,.91455561,.89465439,1.2876608,1.2546288,41176,32280,29038,17946,37986,30700,26253,15245
36902,Roseburg,163178,41,Oregon,OR,81.218758,81.567696,83.432945,83.759331,84.904518,85.226715,86.586418,86.848877,77.149025,77.474495,81.449814,81.773491,83.44371,83.743317,82.621315,83.00827,.43950653,.42577282,.50945812,.49350139,.61707014,.59167713,.89084148,.85594958,.35538957,.35186103,.42843905,.42018506,.50534707,.49134108,.84605151,.82311869,140821,126230,111599,55975,125135,132074,102840,47661
37000,Modesto,729182,6,California,CA,83.130165,82.047363,83.710602,82.870102,85.247421,84.762642,88.002274,87.748672,79.090469,78.013817,80.875107,80.053535,83.343773,82.885986,85.049217,84.894814,.25362229,.27993441,.30248055,.31926176,.31899181,.33029875,.35270965,.35791048,.20783778,.22395608,.26734522,.27714434,.30505073,.30934152,.36218667,.3605307,482560,441442,413745,313392,472788,460655,408700,292200
37100,Bakersfield,661645,6,California,CA,82.241989,81.117752,82.764191,81.601425,84.547997,83.824982,86.245964,85.976181,77.802879,76.669594,79.77478,78.695663,81.445587,80.868698,84.243774,84.07119,.27686179,.30942833,.36643046,.39114988,.36284867,.37669787,.39723954,.395053,.21730933,.23425534,.30017689,.31711221,.32020462,.31907883,.36544198,.36126927,455544,349056,331135,308103,454778,356503,342246,299682
